id,network,perspective,name,title,organization,country,experience,last_updated
80033,Dialectica,Competitor,Danielle Castaneda,Trade mark attorney,Ellis-Foster,Cyprus,"[""[{\""id\"": \""edaa0003-fa0d-47df-97e7-fb6510a6cb6f\"", \""title\"": \""Sales professional, IT\"", \""company\"": \""Rogers LLC\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""a331b3cb-59a5-4320-9063-a64ac2291ad0\"", \""title\"": \""Speech and language therapist\"", \""company\"": \""Clarke Ltd\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""a65d6b27-d136-444b-8070-6b9dd5b1ddb7\"", \""title\"": \""Agricultural consultant\"", \""company\"": \""Davis, Moore and Price\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""ee512e34-641d-4c76-9528-051307149b3f\"", \""title\"": \""Theatre director\"", \""company\"": \""Oconnor-Bentley\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""c1e0c0b2-8fa7-419e-b2be-40b0b7d0f6a9\"", \""title\"": \""Engineer, structural\"", \""company\"": \""Armstrong-Holloway\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""e2169266-2dd8-4f67-bbae-4f8362aaecdb\"", \""title\"": \""Social researcher\"", \""company\"": \""Cannon-Valencia\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:57.933623
14640,Dialectica,Former,Charles Davies,Horticultural consultant,Christensen-Cook,Cyprus,"[""[{\""id\"": \""1fe8949d-5294-4de3-bb5d-af383437b00d\"", \""title\"": \""Quantity surveyor\"", \""company\"": \""Garcia LLC\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""97bbba74-02d4-43f1-9a62-4b5bf255d126\"", \""title\"": \""Customer service manager\"", \""company\"": \""Ray, Norris and Banks\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""acaa9711-ad5b-47de-85d9-9736b3be55a9\"", \""title\"": \""English as a foreign language teacher\"", \""company\"": \""Young-Escobar\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""b16ca118-33f1-4025-aedb-6094fa470648\"", \""title\"": \""Marketing executive\"", \""company\"": \""Welch, Jones and Parker\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""c4e9c08b-d00d-4e43-ac1b-10bb53c591b6\"", \""title\"": \""Armed forces logistics/support/administrative officer\"", \""company\"": \""Fitzpatrick, Williams and Oconnor\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""ccbf570c-44e2-4049-9ea0-e7d215db2b2a\"", \""title\"": \""IT trainer\"", \""company\"": \""Welch, Leach and Rodriguez\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""442927b7-e2c3-46cd-97ed-dfa590826f0b\"", \""title\"": \""Multimedia specialist\"", \""company\"": \""Grant Ltd\"", \""duration\"": \""9 years\""}]""]",2024-09-10T17:02:57.933623
87800,Third Bridge,Former,Phyllis Smith,Diplomatic Services operational officer,Craig-Baker,Cyprus,"[""[{\""id\"": \""5cf02f39-8365-4382-a31f-4f52bb6fc94b\"", \""title\"": \""Public librarian\"", \""company\"": \""Simmons-Maxwell\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""6e06a769-361d-4808-a944-1be29729a718\"", \""title\"": \""Orthoptist\"", \""company\"": \""Calhoun, Reyes and Moran\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""8c087ff5-7d18-49e6-bdc2-5e5c2cc6681a\"", \""title\"": \""Media buyer\"", \""company\"": \""King, Lee and Kramer\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""08ae8420-6fec-447b-aa4e-4a94cfe241c7\"", \""title\"": \""Investment banker, corporate\"", \""company\"": \""Davis, Cochran and Wood\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""5988758e-24ca-46d3-9ab9-72fabb2da7cf\"", \""title\"": \""Horticultural consultant\"", \""company\"": \""Robertson-Hicks\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""b8508bae-22c6-4081-abd4-f920fda87f8c\"", \""title\"": \""Occupational therapist\"", \""company\"": \""Cummings-Davis\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:57.933623
14958,AlphaSights,Former,Pamela Simon,Paediatric nurse,Vargas-Peterson,Belgium,"[""[{\""id\"": \""70677883-7404-4ac1-b8ee-feabe417a196\"", \""title\"": \""Designer, multimedia\"", \""company\"": \""Spencer Ltd\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""c2f2fd81-da70-4526-8810-7e8c696dbd66\"", \""title\"": \""Scientist, research (life sciences)\"", \""company\"": \""Rios, Thompson and Newton\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""fb6d5a55-2ddc-411e-b099-df49c9b4d831\"", \""title\"": \""English as a foreign language teacher\"", \""company\"": \""Browning-Wang\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""098adfbe-04a7-47ff-8275-4f50ec5517bc\"", \""title\"": \""IT technical support officer\"", \""company\"": \""Richardson, Booth and Floyd\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""ff4634c7-86c7-4555-af05-f3a08639560c\"", \""title\"": \""Geochemist\"", \""company\"": \""Lawson-King\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""31213dce-1179-4322-93c7-18a142607291\"", \""title\"": \""Armed forces operational officer\"", \""company\"": \""Smith, Day and West\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:57.933623
46234,Guidepoint,Customer,Christopher George,"Engineer, civil (consulting)",Alvarez PLC,Japan,"[""[{\""id\"": \""3a48eae8-9614-4fba-a010-f954582dc3f9\"", \""title\"": \""Fish farm manager\"", \""company\"": \""Frank-Preston\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""aff8a27e-2584-4045-8c5d-c5335791c0d0\"", \""title\"": \""Television camera operator\"", \""company\"": \""Jones, Stewart and Church\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""dd386609-55d8-4205-bd6a-f2da6adda635\"", \""title\"": \""Therapist, horticultural\"", \""company\"": \""James, Ortiz and Spencer\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""28f4926f-3288-42f9-a5dc-9cddf7e8106d\"", \""title\"": \""Landscape architect\"", \""company\"": \""Dickerson Inc\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""1535086d-e06d-427a-8de7-0e476c188d36\"", \""title\"": \""Engineer, water\"", \""company\"": \""Decker PLC\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""9f0e5414-bdc7-4a3a-9381-50628d7b98e0\"", \""title\"": \""Neurosurgeon\"", \""company\"": \""Horne-Wright\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""f022a035-5345-40fa-b666-a0b0c879000f\"", \""title\"": \""Doctor, general practice\"", \""company\"": \""Brown, Trevino and Lewis\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:57.933623
81831,Third Bridge,Customer,Willie Salas,Tax adviser,Gordon Ltd,Luxembourg,"[""[{\""id\"": \""705d3d56-ccfe-42a4-9cf8-fd66f08c369e\"", \""title\"": \""Lexicographer\"", \""company\"": \""Wilkerson-Frank\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""b3531685-32c5-4a10-b85e-0b9a19c048fc\"", \""title\"": \""Photographer\"", \""company\"": \""Cox LLC\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""108be6a5-a8a3-4851-be85-23e97a5842f3\"", \""title\"": \""Engineer, maintenance (IT)\"", \""company\"": \""Thomas-Perry\"", \""duration\"": \""7 years\""}]""]",2024-09-10T17:02:57.933623
83285,Dialectica,Customer,Danielle Taylor,Research scientist (medical),"Norris, Burgess and Thomas",Netherlands,"[""[{\""id\"": \""8ee9269b-b65e-4a73-9a32-3a9749e3d892\"", \""title\"": \""Passenger transport manager\"", \""company\"": \""Chapman Inc\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""d3339ab6-3b30-416a-af93-3c6588c60301\"", \""title\"": \""Therapist, occupational\"", \""company\"": \""Clay-Collins\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""5502e775-af3c-41da-9220-b4111637d710\"", \""title\"": \""Electrical engineer\"", \""company\"": \""Logan-Smith\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""c8d52c27-6b77-4090-bb8e-831fe7d3ff43\"", \""title\"": \""Science writer\"", \""company\"": \""Carroll, Ferguson and Barnes\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""4816b531-8a6b-4cda-b64f-6f5bff75d32f\"", \""title\"": \""Passenger transport manager\"", \""company\"": \""Williams Ltd\"", \""duration\"": \""5 years\""}]""]",2024-09-10T17:02:57.933623
74557,AlphaSights,Competitor,Gary Williamson,Trade mark attorney,Arnold and Sons,Finland,"[""[{\""id\"": \""bffbbc97-44e2-49f3-8f17-23c419298de4\"", \""title\"": \""Financial risk analyst\"", \""company\"": \""Chambers Ltd\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""8389c789-dd8e-46d7-8457-194ff6670db2\"", \""title\"": \""Loss adjuster, chartered\"", \""company\"": \""Strickland, Wade and Lewis\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""de521afe-4404-4f6e-a9f6-e47b887c1826\"", \""title\"": \""Computer games developer\"", \""company\"": \""Miller PLC\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""6242b074-9ce7-46b6-bd97-fa745dd233af\"", \""title\"": \""Armed forces technical officer\"", \""company\"": \""Mosley-Hamilton\"", \""duration\"": \""9 years\""}]""]",2024-09-10T17:02:57.933623
4542,Third Bridge,Customer,Kenneth Leon,Oceanographer,Johnson Ltd,Denmark,"[""[{\""id\"": \""ac13ec2a-7c50-4e99-9a07-e60c342af29f\"", \""title\"": \""Physiological scientist\"", \""company\"": \""Harris, Kelley and Dickson\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""5f5f5c76-b1aa-4772-beed-e26bef1fb3ae\"", \""title\"": \""Medical secretary\"", \""company\"": \""Yu-Fowler\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""975dbe15-1be1-4ce6-bbdc-c3954b44cc90\"", \""title\"": \""Clinical molecular geneticist\"", \""company\"": \""Smith-Hughes\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""a4bed81e-4da3-4e6c-b3cd-ac0471fd527b\"", \""title\"": \""Broadcast engineer\"", \""company\"": \""Ellis, Newman and Rodgers\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""c9190142-5dbc-4a2c-91d0-6e5b13fb7800\"", \""title\"": \""Applications developer\"", \""company\"": \""Harris-Burke\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""395d4859-6768-4ec5-b1ea-33f9cdbcd5ec\"", \""title\"": \""Exhibition designer\"", \""company\"": \""Pollard PLC\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:57.933623
19575,Dialectica,Competitor,Keith Lawson,"Designer, ceramics/pottery",Reyes-Ramos,Germany,"[""[{\""id\"": \""26be5a49-67aa-452f-81fc-dc170f8c8f34\"", \""title\"": \""Sports administrator\"", \""company\"": \""Ortega, Bray and Sanchez\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""a0f0f73e-1d4d-4bc3-a161-7dcc2e777d8e\"", \""title\"": \""Loss adjuster, chartered\"", \""company\"": \""Lawson, Ray and Weeks\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""60c2fb00-5980-4978-a84a-b5e467cfa970\"", \""title\"": \""Jewellery designer\"", \""company\"": \""Juarez, Taylor and Lindsey\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""1c1d35a6-d744-4a55-a22d-e15043105516\"", \""title\"": \""Video editor\"", \""company\"": \""Herman, Scott and Clarke\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""fe2e5990-b520-4280-ae3d-d62b611c7ba8\"", \""title\"": \""Estate agent\"", \""company\"": \""Rose, Bishop and Mcdaniel\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:57.933623
38704,Dialectica,Former,Marilyn Price,Market researcher,"Thompson, Stanley and Owens",Finland,"[""[{\""id\"": \""465b42d0-c2a5-4cb3-b9b1-ee46e92cecc8\"", \""title\"": \""Television camera operator\"", \""company\"": \""Martinez Group\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""1e3c6af6-e9d5-44fa-b84f-4c15e1b42f53\"", \""title\"": \""Editor, film/video\"", \""company\"": \""Rodriguez, Lang and Brewer\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""74b56f86-003d-4061-b8c3-552eb573f034\"", \""title\"": \""Optometrist\"", \""company\"": \""Scott, Hudson and Nelson\"", \""duration\"": \""7 years\""}]""]",2024-09-10T17:02:57.933623
34186,Third Bridge,Competitor,Jimmy Griffin,Structural engineer,"Lopez, Gallegos and Miller",Belgium,"[""[{\""id\"": \""abdfd34c-f202-43dd-a3ae-270efd3c53af\"", \""title\"": \""Engineer, production\"", \""company\"": \""Frost-Jarvis\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""8b54e0c1-be38-4e5a-841c-3f9374f2d171\"", \""title\"": \""Automotive engineer\"", \""company\"": \""Williams, Ponce and Green\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""34a16ad4-696d-4834-a740-671c842013da\"", \""title\"": \""Pension scheme manager\"", \""company\"": \""Dyer-Gallegos\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""e7ece840-7cb4-449e-99e9-79873304f9c8\"", \""title\"": \""Risk analyst\"", \""company\"": \""Nielsen-Cook\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""6125886f-6cbc-401a-9f8e-e56cb46a7077\"", \""title\"": \""IT consultant\"", \""company\"": \""Pruitt, Byrd and Welch\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""7382444c-3491-4c81-a6cb-1683fdeced9a\"", \""title\"": \""Fisheries officer\"", \""company\"": \""Middleton, Lewis and Willis\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""ba0bcaa5-5e3c-49f7-a13f-5da6753633ea\"", \""title\"": \""Tree surgeon\"", \""company\"": \""Kerr, Baker and Lee\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""042fa9a5-af1c-4ee9-9dd1-fc482a75c38d\"", \""title\"": \""Site engineer\"", \""company\"": \""Delacruz, Martin and Anderson\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:57.948130
5282,Dialectica,Competitor,Scott Miller,Recycling officer,Schultz LLC,Belgium,"[""[{\""id\"": \""f80e5987-f8ce-457f-a6c7-a613d49fe169\"", \""title\"": \""Interpreter\"", \""company\"": \""Davis, Reed and Arias\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""7ea7485b-624a-4452-b8d6-ef59b7f1e946\"", \""title\"": \""Advertising account executive\"", \""company\"": \""Vega LLC\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""9759bad3-6eca-4073-82ea-72951f5d42da\"", \""title\"": \""Armed forces operational officer\"", \""company\"": \""Tucker and Sons\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""ad7eb5a9-0b8b-4960-850a-c4fa39ca9387\"", \""title\"": \""Clinical embryologist\"", \""company\"": \""Phillips-Horton\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""44aab0a3-1a7e-4df4-908d-742164c263b7\"", \""title\"": \""Merchant navy officer\"", \""company\"": \""Wilson and Sons\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:57.948130
66347,Guidepoint,Customer,James Kirk,"Social research officer, government",Henry and Sons,Netherlands,"[""[{\""id\"": \""6bb8ad47-c2e1-418f-942f-df47a5d68dc5\"", \""title\"": \""Advertising account planner\"", \""company\"": \""Simmons LLC\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""f77d51d4-9544-40a3-857e-dc1dc1fa4782\"", \""title\"": \""Designer, fashion/clothing\"", \""company\"": \""Stone PLC\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""c158e462-2aa0-4858-91ff-e1123e5cc95e\"", \""title\"": \""Programmer, applications\"", \""company\"": \""Kelly, Aguilar and Castillo\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""4725f3ab-cac0-40bf-bcbe-2478f25bff00\"", \""title\"": \""Holiday representative\"", \""company\"": \""Olsen, Wilson and Sims\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""73ca6727-aa87-4804-85c6-2c1c85510a41\"", \""title\"": \""Learning mentor\"", \""company\"": \""Richard-Hardy\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""6c270e39-0094-43c1-9d62-d7c1750016ac\"", \""title\"": \""Midwife\"", \""company\"": \""Sweeney, Smith and Mccarty\"", \""duration\"": \""10 years\""}]""]",2024-09-10T17:02:57.948130
12732,AlphaSights,Former,Brian Garcia,"Engineer, materials",Miller Inc,Belgium,"[""[{\""id\"": \""96854b69-7c8c-433d-8ed1-fd5486f9e546\"", \""title\"": \""Designer, blown glass/stained glass\"", \""company\"": \""Blankenship-Smith\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""e9fa285d-95d7-4860-8335-6c009f7a27d8\"", \""title\"": \""Event organiser\"", \""company\"": \""Smith, Franco and Melendez\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""c5437a8d-5666-49a9-9353-7aeb0ba5a76d\"", \""title\"": \""Teacher, special educational needs\"", \""company\"": \""Jimenez LLC\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""346add7c-6867-4060-b694-41070ee5f751\"", \""title\"": \""Designer, graphic\"", \""company\"": \""Goodman Inc\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""716f57df-6521-47b5-b492-e149d90f374c\"", \""title\"": \""Speech and language therapist\"", \""company\"": \""Oconnor-Cline\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""130048b3-0804-4dcd-9e4d-539a5c119db9\"", \""title\"": \""Chief Technology Officer\"", \""company\"": \""Bryant and Sons\"", \""duration\"": \""3 years\""}]""]",2024-09-10T17:02:57.949634
38327,Third Bridge,Former,Karen Vega,Public house manager,Lawson PLC,Luxembourg,"[""[{\""id\"": \""abad3869-3fc4-4733-8787-833d0c5b3da6\"", \""title\"": \""Chief Executive Officer\"", \""company\"": \""Mcdonald, Huynh and Johns\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""970aab2f-dfcc-4a4d-8422-c2c90fc76597\"", \""title\"": \""Writer\"", \""company\"": \""Stone and Sons\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""3b16f40f-3bb0-4b5f-b6c6-7e44fb357daf\"", \""title\"": \""Medical sales representative\"", \""company\"": \""Reed, Rollins and Roberts\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""b77903e4-0416-4cca-8684-492558f98a60\"", \""title\"": \""Corporate investment banker\"", \""company\"": \""Williams, Wells and Morris\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""c3d902e5-8653-484e-87a9-9f618fda4d40\"", \""title\"": \""Drilling engineer\"", \""company\"": \""Lawrence and Sons\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""ad980c1a-39ab-4c1f-b53c-c8d2f8f99397\"", \""title\"": \""Armed forces training and education officer\"", \""company\"": \""Gonzales and Sons\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""ac9dfa44-fc35-40c9-b459-9daea529dcc4\"", \""title\"": \""Sales executive\"", \""company\"": \""Miller, Sutton and Adams\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""9663a816-8d94-4b94-b347-19806bc203e9\"", \""title\"": \""Wellsite geologist\"", \""company\"": \""Brown-Wiley\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:57.949634
23309,Third Bridge,Competitor,Shelley Reyes,"Teacher, special educational needs",Dixon Group,Netherlands,"[""[{\""id\"": \""4fa297d5-cd8f-44cc-9a13-6381645f596e\"", \""title\"": \""Counsellor\"", \""company\"": \""Crosby Inc\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""d1e72c62-fd8c-42ee-9c72-003a1a151870\"", \""title\"": \""Communications engineer\"", \""company\"": \""Rodriguez-Jackson\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""876aceec-a597-4d8b-9034-640a0d506a2c\"", \""title\"": \""Counsellor\"", \""company\"": \""Avery-Duncan\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""97ba2ca0-926f-419e-9516-be8e8787c9dd\"", \""title\"": \""Building services engineer\"", \""company\"": \""Oconnor Group\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""b9847181-b709-4f9b-9352-3f02297ef6f3\"", \""title\"": \""Research officer, trade union\"", \""company\"": \""Price Ltd\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""02dd617e-ef67-4e30-8f28-9116a764c741\"", \""title\"": \""Production assistant, radio\"", \""company\"": \""Mendez-Mccullough\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""ca53fe71-5121-4359-bfc0-7d3f18e256f6\"", \""title\"": \""Commissioning editor\"", \""company\"": \""Fisher-Cook\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""d7b64cca-9400-4261-9e17-b3b5ef32f21a\"", \""title\"": \""IT sales professional\"", \""company\"": \""Maxwell PLC\"", \""duration\"": \""10 years\""}]""]",2024-09-10T17:02:57.949634
95095,Third Bridge,Competitor,Leslie Chavez,Music tutor,Barron-Harper,Belgium,"[""[{\""id\"": \""7092c39b-2517-4c38-8191-1a13e1bccb00\"", \""title\"": \""Politician's assistant\"", \""company\"": \""Lewis, Hines and Meyer\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""a11f523d-c6dd-4954-bbd1-7afa5d65aa00\"", \""title\"": \""Engineer, manufacturing\"", \""company\"": \""Davis, Diaz and Castro\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""2133a9f6-7763-4ee2-b0e4-c32b35ace31f\"", \""title\"": \""Administrator, education\"", \""company\"": \""Patel Ltd\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""3094f4e4-e54e-4179-a7b4-ea99cdee98e4\"", \""title\"": \""Engineer, petroleum\"", \""company\"": \""Barton LLC\"", \""duration\"": \""3 years\""}]""]",2024-09-10T17:02:57.949634
62141,Dialectica,Former,Lori Malone,"Administrator, education",Williamson-Lopez,Netherlands,"[""[{\""id\"": \""06db483b-b357-453d-9cd1-e97967bd298d\"", \""title\"": \""Civil Service administrator\"", \""company\"": \""Gonzales LLC\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""45a0086c-f170-44af-9c9c-992943af0b8c\"", \""title\"": \""Engineer, civil (consulting)\"", \""company\"": \""Fox-Spencer\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""c8e144f1-74be-4e03-919a-260e7c92c057\"", \""title\"": \""Medical sales representative\"", \""company\"": \""Woods Group\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""1c8ed135-39da-4de6-b6f4-9a1ae0d06b78\"", \""title\"": \""Chartered legal executive (England and Wales)\"", \""company\"": \""Cortez-Foster\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:57.949634
